index,personal_id,vivienda_id,acceso,year
153,81387114,8138711,0,2018
154,82244114,8224411,0,2018
155,824493114,82449311,0,2018
156,830385113,83038511,1,2018
157,8380117115,838011711,1,2018
158,84031112,8403111,1,2018
159,8443265113,844326511,0,2018
160,850130112,85013011,0,2018
161,8501113114,850111311,1,2018
162,850447113,85044711,1,2018
163,851251113,85125111,1,2018
164,854743113,85474311,1,2018
165,854958113,85495811,1,2018
166,855064113,85506411,1,2018
167,855027113,85502711,1,2018
168,855325114,85532511,0,2018
169,859072114,85907211,0,2018
170,859510113,85951011,1,2018
171,859540113,85954011,0,2018
172,865880114,86588011,0,2018
173,867799115,86779911,0,2018
174,8706132114,870613211,1,2018
175,870655112,87065511,1,2018
176,876454113,87645411,0,2018
177,8774161113,877416111,1,2018
178,881047113,88104711,1,2018
179,885450114,88545011,1,2018
180,885410112,88541011,1,2018
181,885688113,88568811,0,2018
182,8867141114,886714111,1,2018
183,887199114,88719911,0,2018
184,888710114,88871011,1,2018
185,889487113,88948711,1,2018
186,8895112114,889511211,1,2018
187,894394114,89439411,0,2018
188,896688113,89668811,1,2018
189,898236115,89823611,1,2018
190,8989117113,898911711,0,2018
191,899639113,89963911,0,2018
192,899743112,89974311,1,2018
193,900612112,90061211,1,2018
194,900941113,90094111,1,2018
195,904177113,90417711,0,2018
196,9062152113,906215211,1,2018
197,90733114,9073311,1,2018
198,9101186113,910118611,0,2018
199,9133100113,913310011,0,2018
200,913637113,91363711,1,2018
201,917360113,91736011,1,2018
202,917458113,91745811,1,2018
203,9217249114,921724911,1,2018
204,9223100114,922310011,1,2018
205,924368114,92436811,0,2018
206,926818113,92681811,1,2018
207,9289208113,928920811,1,2018
208,9289208114,928920811,1,2018
209,932538113,93253811,1,2018
210,934912112,93491211,1,2018
211,934935113,93493511,1,2018
212,935121114,93512111,0,2018
213,9359148114,935914811,0,2018
214,93805113,9380511,1,2018
215,938266113,93826611,1,2018
216,938314112,93831411,1,2018
217,939582112,93958211,0,2018
218,948617113,94861711,1,2018
219,955929113,95592911,1,2018
220,956219112,95621911,1,2018
221,957542113,95754211,1,2018
222,960389113,96038911,1,2018
223,9628115113,962811511,1,2018
224,966366113,96636611,1,2018
225,973550113,97355011,0,2018
226,973671113,97367111,0,2018
227,9747113112,974711311,0,2018
228,975785113,97578511,1,2018
229,9812113113,981211311,1,2018
230,981857113,98185711,1,2018
231,98229113,9822911,1,2018
232,982684113,98268411,1,2018
233,9828133113,982813311,1,2018
234,983012112,98301211,1,2018
235,986564115,98656411,1,2018
236,991565115,99156511,0,2018
237,995685113,99568511,0,2018
238,10020113114,1002011311,1,2018
239,1002280113,100228011,1,2018
240,100305114,10030511,0,2018
241,10042138113,1004213811,1,2018
242,1006618113,100661811,0,2018
243,1006857113,100685711,1,2018
244,1007429113,100742911,0,2018
245,1008994113,100899411,1,2018
246,1009882113,100988211,1,2018
247,1009881114,100988111,0,2018
248,1013592112,101359211,1,2018
249,10215119113,1021511911,0,2018
250,1025470113,102547011,1,2018
251,1025883114,102588311,0,2018
252,1027579113,102757911,1,2018
253,10309130113,1030913011,1,2018
254,1032734115,103273411,1,2018
255,10351116114,1035111611,0,2018
256,1036327113,103632711,1,2018
257,1067045112,106704511,1,2018
258,10670111113,1067011111,1,2018
